signal_name,dbc_source,unit,data_type,enum_values,min_physical,max_physical,message_name,message_id,notes
StW_Lvr_Stat,can1-can.dbc,,enum,"{""4"": ""STW_BACK"", ""3"": ""STW_FWD"", ""2"": ""STW_DOWN"", ""1"": ""STW_UP"", ""0"": ""NPSD""}",,,STW_ACTN_RQ,0x45,
StW_Cond_Flt,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
StW_Cond_Psd,can1-can.dbc,,enum,"{""3"": ""SNA"", ""2"": ""DOWN"", ""1"": ""UP"", ""0"": ""NPSD""}",,,STW_ACTN_RQ,0x45,
HrnSw_Psd,can1-can.dbc,,enum,"{""3"": ""SNA"", ""2"": ""NDEF2"", ""1"": ""PSD"", ""0"": ""NPSD""}",,,STW_ACTN_RQ,0x45,
StW_Sw00_Psd,can1-can.dbc,,enum,"{""1"": ""PRESSED"", ""0"": ""NOT_PRESSED_SNA""}",,,STW_ACTN_RQ,0x45,
StW_Sw01_Psd,can1-can.dbc,,enum,"{""1"": ""PRESSED"", ""0"": ""NOT_PRESSED_SNA""}",,,STW_ACTN_RQ,0x45,
StW_Sw02_Psd,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
StW_Sw03_Psd,can1-can.dbc,,enum,"{""1"": ""PRESSED"", ""0"": ""NOT_PRESSED_SNA""}",,,STW_ACTN_RQ,0x45,
StW_Sw04_Psd,can1-can.dbc,,enum,"{""1"": ""PRESSED"", ""0"": ""NOT_PRESSED_SNA""}",,,STW_ACTN_RQ,0x45,
StW_Sw05_Psd,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
StW_Sw06_Psd,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
StW_Sw07_Psd,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
StW_Sw08_Psd,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
StW_Sw09_Psd,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
StW_Sw10_Psd,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
StW_Sw11_Psd,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
StW_Sw12_Psd,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
StW_Sw13_Psd,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
StW_Sw14_Psd,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
StW_Sw15_Psd,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
WprSw6Posn,can1-can.dbc,,enum,"{""7"": ""SNA"", ""6"": ""STAGE2"", ""5"": ""STAGE1"", ""4"": ""INTERVAL4"", ""3"": ""INTERVAL3"", ""2"": ""INTERVAL2"", ""1"": ""INTERVAL1"", ""0"": ""OFF""}",,,STW_ACTN_RQ,0x45,
MC_STW_ACTN_RQ,can1-can.dbc,,int,,0.0,15.0,STW_ACTN_RQ,0x45,
CRC_STW_ACTN_RQ,can1-can.dbc,,int,,,,STW_ACTN_RQ,0x45,
DrRLtch_RR_Stat,can1-can.dbc,,enum,"{""1"": ""CLS"", ""0"": ""NDEF0"", ""2"": ""OPN"", ""3"": ""SNA""}",-1.0,4.0,BODY_R1,0x283,
DrRLtch_RL_Stat,can1-can.dbc,,enum,"{""1"": ""CLS"", ""0"": ""NDEF0"", ""2"": ""OPN"", ""3"": ""SNA""}",-1.0,4.0,BODY_R1,0x283,
DrRLtch_FR_Stat,can1-can.dbc,,enum,"{""1"": ""CLS"", ""0"": ""NDEF0"", ""2"": ""OPN"", ""3"": ""SNA""}",-1.0,4.0,BODY_R1,0x283,
DrRLtch_FL_Stat,can1-can.dbc,,enum,"{""1"": ""CLS"", ""0"": ""NDEF0"", ""2"": ""OPN"", ""3"": ""SNA""}",-1.0,4.0,BODY_R1,0x283,
VTA_Alm_Actv,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
EngHd_Stat,can1-can.dbc,,enum,"{""1"": ""CLS"", ""0"": ""NDEF0"", ""2"": ""OPN"", ""3"": ""SNA""}",-1.0,4.0,BODY_R1,0x283,
DL_RLtch_Stat,can1-can.dbc,,enum,"{""1"": ""CLS"", ""0"": ""NDEF0"", ""2"": ""OPN"", ""3"": ""SNA""}",-1.0,4.0,BODY_R1,0x283,
ADL_LoBm_On_Rq,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
LgtSens_Night,can1-can.dbc,,enum,"{""0"": ""DAY"", ""1"": ""NIGHT""}",-1.0,2.0,BODY_R1,0x283,
LgtSens_Flt,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
LgtSens_Tunnel,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
LgtSens_SNA,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
LgtSens_Twlgt,can1-can.dbc,Steps,int,,0.0,7.0,BODY_R1,0x283,
WprOutsdPkPosn,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
MPkBrk_Stat,can1-can.dbc,,enum,"{""1"": ""ENGG"", ""0"": ""RELS""}",-1.0,2.0,BODY_R1,0x283,
Term54_Actv,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
Hrn_On,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
Trlr_Stat,can1-can.dbc,,enum,"{""2"": ""NDEF2"", ""0"": ""NONE"", ""1"": ""OK"", ""3"": ""SNA""}",-1.0,4.0,BODY_R1,0x283,
RevGr_Engg,can1-can.dbc,,enum,"{""0"": ""DISENGG"", ""1"": ""ENGG"", ""2"": ""NDEF2"", ""3"": ""SNA""}",-1.0,4.0,BODY_R1,0x283,
LoBm_P_Rt_Flt,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
LoBm_D_Lt_Flt,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
IrLmp_P_Rt_Flt,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
IrLmp_D_Lt_Flt,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
HiBm_On,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
LoBm_On_Rq,can1-can.dbc,,int,,0.0,1.0,BODY_R1,0x283,
AirTemp_Insd,can1-can.dbc,C,enum,"{""255"": ""SNA""}",0.0,63.5,BODY_R1,0x283,
StW_Cond_Stat,can1-can.dbc,,enum,"{""3"": ""BLINK"", ""1"": ""NDEF1"", ""0"": ""OFF"", ""2"": ""ON""}",-1.0,4.0,BODY_R1,0x283,
Bckl_Sw_RM_Stat_SAM_R,can1-can.dbc,,enum,"{""2"": ""FLT"", ""1"": ""NOT"", ""0"": ""OK"", ""3"": ""SNA""}",-1.0,4.0,BODY_R1,0x283,
Bckl_Sw_RR_Stat_SAM_R,can1-can.dbc,,enum,"{""2"": ""FLT"", ""1"": ""NOT"", ""0"": ""OK"", ""3"": ""SNA""}",-1.0,4.0,BODY_R1,0x283,
Bckl_Sw_RL_Stat_SAM_R,can1-can.dbc,,enum,"{""2"": ""FLT"", ""1"": ""NOT"", ""0"": ""OK"", ""3"": ""SNA""}",-1.0,4.0,BODY_R1,0x283,
AirTemp_Outsd,can1-can.dbc,C,enum,"{""254"": ""INIT"", ""255"": ""SNA""}",-40.0,86.5,BODY_R1,0x283,
UI_gpsHDOP,can1-can.dbc,1,int,,0.0,25.5,UI_gpsVehicleSpeed,0x2f8,
UI_gpsVehicleHeading,can1-can.dbc,deg,int,,0.0,511.9921875,UI_gpsVehicleSpeed,0x2f8,
UI_gpsVehicleSpeed,can1-can.dbc,km/hr,int,,0.0,250.996,UI_gpsVehicleSpeed,0x2f8,
UI_userSpeedOffset,can1-can.dbc,kph/mph,int,,-30.0,33.0,UI_gpsVehicleSpeed,0x2f8,
UI_mapSpeedLimitUnits,can1-can.dbc,,enum,"{""1"": ""KPH"", ""0"": ""MPH""}",0.0,1.0,UI_gpsVehicleSpeed,0x2f8,
UI_userSpeedOffsetUnits,can1-can.dbc,,enum,"{""1"": ""KPH"", ""0"": ""MPH""}",0.0,1.0,UI_gpsVehicleSpeed,0x2f8,
UI_mppSpeedLimit,can1-can.dbc,kph/mph,int,,0.0,155.0,UI_gpsVehicleSpeed,0x2f8,
UI_gpsNmeaMIA,can1-can.dbc,,int,,,,UI_gpsVehicleSpeed,0x2f8,
MCU_dasDebugEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_parkBrakeRequest,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_trailerModeCH,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_fcwSensitivity,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_fcwEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_latControlEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_accOvertakeEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_ldwEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_aebEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_bsdEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_ahlbEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_parkSetting,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_pedalSafetyEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_frontDefrostReq_das,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_autoParkRequest,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_redLightStopSignEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_enableCreepTorqueCH,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_narrowGarages,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_rebootAutopilot,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_enableAutowipers,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_overPaintedUSS,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_selfParkTune,can1-can.dbc,,int,,0.0,15.0,MCU_chassisControl,0x218,
MCU_towModeEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_zeroSpeedConfirmed,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_aesEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_autoLaneChangeEnable,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_chassisControlCounter,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_chassisControlChecksum,can1-can.dbc,,int,,,,MCU_chassisControl,0x218,
MCU_clusterReadyForPowerOff,can1-can.dbc,,int,,0.0,1.0,MCU_clusterBacklightRequest,0x388,
MCU_clusterReadyForDrive,can1-can.dbc,,enum,"{""0"": ""NO_SNA"", ""1"": ""YES""}",-1.0,2.0,MCU_clusterBacklightRequest,0x388,
MCU_clusterBacklightOn,can1-can.dbc,,int,,0.0,1.0,MCU_clusterBacklightRequest,0x388,
MCU_clusterBrightnessLevel,can1-can.dbc,%,int,,0.0,127.5,MCU_clusterBacklightRequest,0x388,
MCU_latitude,can1-can.dbc,deg,int,,,,MCU_locationStatus,0x3d8,
MCU_longitude,can1-can.dbc,deg,int,,,,MCU_locationStatus,0x3d8,
MCU_gpsAccuracy,can1-can.dbc,m,int,,,,MCU_locationStatus,0x3d8,
MCU_elevation,can1-can.dbc,m,int,,,,MCU_locationStatus2,0x68,
MCU_navigonExpectedSpeed,can1-can.dbc,mph,int,,0.0,126.0,MCU_locationStatus2,0x68,
GTW_driveGoingDown,can1-can.dbc,,int,,0.0,1.0,GTW_status,0x348,
GTW_accGoingDown,can1-can.dbc,,int,,0.0,1.0,GTW_status,0x348,
GTW_driverIsLeaving,can1-can.dbc,,int,,0.0,1.0,GTW_status,0x348,
GTW_icPowerOff,can1-can.dbc,,int,,0.0,1.0,GTW_status,0x348,
GTW_notEnough12VForDrive,can1-can.dbc,,int,,0.0,1.0,GTW_status,0x348,
GTW_driverPresent,can1-can.dbc,,int,,0.0,1.0,GTW_status,0x348,
GTW_brakePressed,can1-can.dbc,,int,,0.0,1.0,GTW_status,0x348,
GTW_driveRailReq,can1-can.dbc,,int,,0.0,1.0,GTW_status,0x348,
GTW_hvacGoingDown,can1-can.dbc,,int,,0.0,1.0,GTW_status,0x348,
GTW_preconditionRequest,can1-can.dbc,,int,,0.0,1.0,GTW_status,0x348,
GTW_hvacRailReq,can1-can.dbc,,int,,0.0,1.0,GTW_status,0x348,
GTW_accRailReq,can1-can.dbc,,int,,0.0,1.0,GTW_status,0x348,
GTW_statusCounter,can1-can.dbc,,int,,0.0,15.0,GTW_status,0x348,
GTW_statusChecksum,can1-can.dbc,,int,,0.0,255.0,GTW_status,0x348,
GTW_dasHw,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_unknown1,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_fourWheelDrive,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_performanceConfig,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_unknown2,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_airSuspensionInstalled,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_forwardRadarHw,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_parkAssistInstalled,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_country,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_radarPosition,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_bodyControlsType,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_rhd,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_parkSensorGeometryType,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_chassisType,can1-can.dbc,,int,,0.0,2.0,GTW_carConfig,0x398,
GTW_epasType,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_frontCornerRadarHw,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_rearCornerRadarHw,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_rearSeatControllerMask,can1-can.dbc,,int,,0.0,7.0,GTW_carConfig,0x398,
GTW_wheelType,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_unknown3,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_autopilot,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_brakeHwType,can1-can.dbc,,int,,0.0,2.0,GTW_carConfig,0x398,
GTW_foldingMirrorsInstalled,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
GTW_euVehicle,can1-can.dbc,,int,,,,GTW_carConfig,0x398,
UI_autopilotControlIndex,can1-can.dbc,,int,,0.0,7.0,UI_autopilotControl,0x3ee,
UI_hovEnabled,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_camBlockLaneCheckDisable,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_donDisableAutoWiperDuration,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_camBlockLaneCheckThreshold,can1-can.dbc,%,int,,0.0,1.0,UI_autopilotControl,0x3ee,
UI_donDisableOnAutoWiperSpeed,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_camBlockBlurDisable,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_blindspotMinSpeed,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_camBlockBlurThreshold,can1-can.dbc,%,int,,0.0,1.0,UI_autopilotControl,0x3ee,
UI_blindspotDistance,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_blindspotTTC,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_donStopEndOfRampBuffer,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_donDisableCutin,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_donMinGoreWidthForAbortMap,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_donAlcProgGoreAbortThres,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_donMinGoreWidthForAbortNotMap,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_alcDisableUltrasonicCheck,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_alcUltrasonicDistance,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_alcUltrasonicWaitTime,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_alcEgoLeadingReactionAccel,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_alcMergIntervalRearDHyst,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_alcMergingIntervalHeadwayHyst,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_alcAssertivenessRate,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_alcViewRangeSensitivity,can1-can.dbc,,int,,,,UI_autopilotControl,0x3ee,
UI_csaOfframpCurvC2,can1-can.dbc,1/m,int,,-0.032768,0.032767,UI_csaOfframpCurvature,0x2d8,
UI_csaOfframpCurvC3,can1-can.dbc,1/m2,int,,-0.000131072,0.000131068,UI_csaOfframpCurvature,0x2d8,
UI_csaOfframpCurvRange,can1-can.dbc,m,int,,0.0,510.0,UI_csaOfframpCurvature,0x2d8,
UI_csaOfframpCurvCounter,can1-can.dbc,,int,,0.0,255.0,UI_csaOfframpCurvature,0x2d8,
UI_csaOfframpCurvUsingTspline,can1-can.dbc,,int,,0.0,1.0,UI_csaOfframpCurvature,0x2d8,
UI_csaOfframpCurvReserved,can1-can.dbc,,int,,,,UI_csaOfframpCurvature,0x2d8,
UI_csaOfframpCurvChecksum,can1-can.dbc,,int,,,,UI_csaOfframpCurvature,0x2d8,
UI_csaRoadCurvC2,can1-can.dbc,1/m,int,,-0.032768,0.032767,UI_csaRoadCurvature,0x2e8,
UI_csaRoadCurvC3,can1-can.dbc,1/m2,int,,-0.000131072,0.000131068,UI_csaRoadCurvature,0x2e8,
UI_csaRoadCurvRange,can1-can.dbc,m,int,,0.0,510.0,UI_csaRoadCurvature,0x2e8,
UI_csaRoadCurvCounter,can1-can.dbc,,int,,0.0,255.0,UI_csaRoadCurvature,0x2e8,
UI_csaRoadCurvUsingTspline,can1-can.dbc,,int,,0.0,1.0,UI_csaRoadCurvature,0x2e8,
UI_csaRoadCurvReserved,can1-can.dbc,,int,,,,UI_csaRoadCurvature,0x2e8,
UI_csaRoadCurvChecksum,can1-can.dbc,,int,,,,UI_csaRoadCurvature,0x2e8,
UI_anonDebugParam1,can1-can.dbc,,int,,0.0,100.0,UI_driverAssistAnonDebugParams,0x438,
UI_anonDebugFlag1,can1-can.dbc,,int,,,,UI_driverAssistAnonDebugParams,0x438,
UI_anonDebugParam2,can1-can.dbc,,int,,0.0,100.0,UI_driverAssistAnonDebugParams,0x438,
UI_anonDebugFlag2,can1-can.dbc,,int,,,,UI_driverAssistAnonDebugParams,0x438,
UI_anonDebugParam3,can1-can.dbc,,int,,0.0,100.0,UI_driverAssistAnonDebugParams,0x438,
UI_anonDebugFlag3,can1-can.dbc,,int,,,,UI_driverAssistAnonDebugParams,0x438,
UI_anonDebugParam4,can1-can.dbc,,int,,0.0,100.0,UI_driverAssistAnonDebugParams,0x438,
UI_anonDebugFlag4,can1-can.dbc,,int,,,,UI_driverAssistAnonDebugParams,0x438,
UI_anonDebugParam5,can1-can.dbc,,int,,0.0,100.0,UI_driverAssistAnonDebugParams,0x438,
UI_anonDebugParam6,can1-can.dbc,,int,,0.0,100.0,UI_driverAssistAnonDebugParams,0x438,
UI_anonDebugParam7,can1-can.dbc,,int,,0.0,100.0,UI_driverAssistAnonDebugParams,0x438,
UI_visionSpeedSlider,can1-can.dbc,,int,,0.0,100.0,UI_driverAssistAnonDebugParams,0x438,
UI_autopilotControlRequest,can1-can.dbc,,int,,1.0,0.0,UI_driverAssistControl,0x3e8,
UI_ulcStalkConfirm,can1-can.dbc,,int,,1.0,0.0,UI_driverAssistControl,0x3e8,
UI_summonHeartbeat,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_curvSpeedAdaptDisable,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_dasDeveloper,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_enableVinAssociation,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_lssLkaEnabled,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_lssLdwEnabled,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_autoSummonEnable,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistControl,0x3e8,
UI_exceptionListEnable,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistControl,0x3e8,
UI_roadCheckDisable,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_driveOnMapsEnable,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_handsOnRequirementDisable,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_forksEnable,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_fuseLanesDisable,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_fuseHPPDisable,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_fuseVehiclesDisable,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_enableNextGenACC,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistControl,0x3e8,
UI_visionSpeedType,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_curvatureDatabaseOnly,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_lssElkEnabled,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_summonExitType,can1-can.dbc,,int,,0.0,3.0,UI_driverAssistControl,0x3e8,
UI_summonEntryType,can1-can.dbc,,int,,0.0,3.0,UI_driverAssistControl,0x3e8,
UI_selfParkRequest,can1-can.dbc,,int,,0.0,15.0,UI_driverAssistControl,0x3e8,
UI_summonReverseDist,can1-can.dbc,,int,,0.0,63.0,UI_driverAssistControl,0x3e8,
UI_undertakeAssistEnable,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_adaptiveSetSpeedEnable,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_drivingSide,can1-can.dbc,,int,,0.0,3.0,UI_driverAssistControl,0x3e8,
UI_enableClipTelemetry,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_enableTripTelemetry,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_enableRoadSegmentTelemetry,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_followNavRouteEnable,can1-can.dbc,,int,,,,UI_driverAssistControl,0x3e8,
UI_ulcSpeedConfig,can1-can.dbc,,int,,0.0,3.0,UI_driverAssistControl,0x3e8,
UI_ulcBlindSpotConfig,can1-can.dbc,,int,,0.0,3.0,UI_driverAssistControl,0x3e8,
UI_autopilotAlwaysOn,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistControl,0x3e8,
UI_accFromZero,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistControl,0x3e8,
UI_alcOffHighwayEnable,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistControl,0x3e8,
UI_validationLoop,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistControl,0x3e8,
UI_ulcOffHighway,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistControl,0x3e8,
UI_enableNavRouteCSA,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistControl,0x3e8,
UI_enableCutinExperiments,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistControl,0x3e8,
UI_source3D,can1-can.dbc,,int,,0.0,7.0,UI_driverAssistControl,0x3e8,
UI_enableVisionOnlyStops,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistControl,0x3e8,
UI_mapSpeedLimitDependency,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_roadClass,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_inSuperchargerGeofence,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_mapSpeedUnits,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_mapSpeedLimit,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_mapSpeedLimitType,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_countryCode,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_streetCount,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_gpsRoadMatch,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_navRouteActive,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_parallelAutoparkEnabled,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistMapData,0x3c8,
UI_perpendicularAutoparkEnabled,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistMapData,0x3c8,
UI_nextBranchDist,can1-can.dbc,m,int,,0.0,300.0,UI_driverAssistMapData,0x3c8,
UI_controlledAccess,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_nextBranchLeftOffRamp,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_nextBranchRightOffRamp,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_rejectLeftLane,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_rejectRightLane,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_rejectHPP,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_rejectNav,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_rejectLeftFreeSpace,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_rejectRightFreeSpace,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_rejectAutosteer,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_rejectHandsOn,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_acceptBottsDots,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_autosteerRestricted,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_pmmEnabled,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_scaEnabled,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_mapDataCounter,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_mapDataChecksum,can1-can.dbc,,int,,,,UI_driverAssistMapData,0x3c8,
UI_roadSign,can1-can.dbc,,int,,,,UI_driverAssistRoadSign,0x238,
UI_dummyData,can1-can.dbc,,int,,,,UI_driverAssistRoadSign,0x238,
UI_stopSignStopLineDist,can1-can.dbc,m,int,,-8.0,247.5,UI_driverAssistRoadSign,0x238,
UI_trafficLightStopLineDist,can1-can.dbc,m,int,,-8.0,247.5,UI_driverAssistRoadSign,0x238,
UI_baseMapSpeedLimitMPS,can1-can.dbc,m/s,int,,0.0,63.75,UI_driverAssistRoadSign,0x238,
UI_meanFleetSplineSpeedMPS,can1-can.dbc,m/s,int,,0.0,63.75,UI_driverAssistRoadSign,0x238,
UI_currSplineIdFull,can1-can.dbc,,int,,0.0,1.0,UI_driverAssistRoadSign,0x238,
