signal_name,unit,data_type,enum_values,min_physical,max_physical,scaling,offset,bit_length,is_multiplexer,multiplexer_signal,message_name,message_id,dbc_source,notes
DI_stateCounter,,int,,,,1.0,0.0,4,False,,DI_state,0x368,can1-can.dbc,
DI_digitalSpeed,,int,,0.0,250.0,1.0,0.0,8,False,,DI_state,0x368,can1-can.dbc,
DI_stateChecksum,,int,,,,1.0,0.0,8,False,,DI_state,0x368,can1-can.dbc,
StW_Sw_Stat3,,enum,"{""7"": ""SNA"", ""6"": ""NDEF6"", ""5"": ""NDEF5"", ""4"": ""NDEF4"", ""3"": ""PLUS_MINUS"", ""2"": ""MINUS"", ""1"": ""PLUS"", ""0"": ""NPSD""}",,,1.0,0.0,3,False,,SBW_RQ_SCCM,0x6d,can1-can.dbc,
MsgTxmtId,,enum,"{""3"": ""NDEF3"", ""2"": ""NDEF2"", ""1"": ""SCCM"", ""0"": ""EWM""}",,,1.0,0.0,2,False,,SBW_RQ_SCCM,0x6d,can1-can.dbc,
TSL_RND_Posn_StW,,enum,"{""15"": ""SNA"", ""8"": ""D"", ""6"": ""INI"", ""4"": ""N_DOWN"", ""2"": ""N_UP"", ""1"": ""R"", ""0"": ""IDLE""}",,,1.0,0.0,4,False,,SBW_RQ_SCCM,0x6d,can1-can.dbc,
TSL_P_Psd_StW,,enum,"{""3"": ""SNA"", ""2"": ""INI"", ""1"": ""PSD"", ""0"": ""IDLE""}",,,1.0,0.0,2,False,,SBW_RQ_SCCM,0x6d,can1-can.dbc,
MC_SBW_RQ_SCCM,,int,,0.0,15.0,1.0,0.0,4,False,,SBW_RQ_SCCM,0x6d,can1-can.dbc,
CRC_SBW_RQ_SCCM,,int,,,,1.0,0.0,8,False,,SBW_RQ_SCCM,0x6d,can1-can.dbc,
SpdCtrlLvr_Stat,,enum,"{""32"": ""DN_1ST"", ""16"": ""UP_1ST"", ""8"": ""DN_2ND"", ""4"": ""UP_2ND"", ""2"": ""RWD"", ""1"": ""FWD"", ""0"": ""IDLE""}",,,1.0,0.0,6,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
VSL_Enbl_Rq,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
SpdCtrlLvrStat_Inv,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
DTR_Dist_Rq,,enum,"{""255"": ""SNA"", ""200"": ""ACC_DIST_7"", ""166"": ""ACC_DIST_6"", ""133"": ""ACC_DIST_5"", ""100"": ""ACC_DIST_4"", ""66"": ""ACC_DIST_3"", ""33"": ""ACC_DIST_2"", ""0"": ""ACC_DIST_1""}",0.0,200.0,1.0,0.0,8,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
TurnIndLvr_Stat,,enum,"{""3"": ""SNA"", ""2"": ""RIGHT"", ""1"": ""LEFT"", ""0"": ""IDLE""}",,,1.0,0.0,2,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
HiBmLvr_Stat,,enum,"{""3"": ""SNA"", ""2"": ""HIBM_FLSH_ON_PSD"", ""1"": ""HIBM_ON_PSD"", ""0"": ""IDLE""}",,,1.0,0.0,2,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
WprWashSw_Psd,,enum,"{""3"": ""SNA"", ""2"": ""WASH"", ""1"": ""TIPWIPE"", ""0"": ""NPSD""}",,,1.0,0.0,2,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
WprWash_R_Sw_Posn_V2,,enum,"{""3"": ""SNA"", ""2"": ""WASH"", ""1"": ""INTERVAL"", ""0"": ""OFF""}",,,1.0,0.0,2,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Lvr_Stat,,enum,"{""4"": ""STW_BACK"", ""3"": ""STW_FWD"", ""2"": ""STW_DOWN"", ""1"": ""STW_UP"", ""0"": ""NPSD""}",,,1.0,0.0,3,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Cond_Flt,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Cond_Psd,,enum,"{""3"": ""SNA"", ""2"": ""DOWN"", ""1"": ""UP"", ""0"": ""NPSD""}",,,1.0,0.0,2,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
HrnSw_Psd,,enum,"{""3"": ""SNA"", ""2"": ""NDEF2"", ""1"": ""PSD"", ""0"": ""NPSD""}",,,1.0,0.0,2,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw00_Psd,,enum,"{""1"": ""PRESSED"", ""0"": ""NOT_PRESSED_SNA""}",,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw01_Psd,,enum,"{""1"": ""PRESSED"", ""0"": ""NOT_PRESSED_SNA""}",,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw02_Psd,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw03_Psd,,enum,"{""1"": ""PRESSED"", ""0"": ""NOT_PRESSED_SNA""}",,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw04_Psd,,enum,"{""1"": ""PRESSED"", ""0"": ""NOT_PRESSED_SNA""}",,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw05_Psd,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw06_Psd,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw07_Psd,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw08_Psd,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw09_Psd,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw10_Psd,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw11_Psd,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw12_Psd,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw13_Psd,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw14_Psd,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
StW_Sw15_Psd,,int,,,,1.0,0.0,1,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
WprSw6Posn,,enum,"{""7"": ""SNA"", ""6"": ""STAGE2"", ""5"": ""STAGE1"", ""4"": ""INTERVAL4"", ""3"": ""INTERVAL3"", ""2"": ""INTERVAL2"", ""1"": ""INTERVAL1"", ""0"": ""OFF""}",,,1.0,0.0,3,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
MC_STW_ACTN_RQ,,int,,0.0,15.0,1.0,0.0,4,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
CRC_STW_ACTN_RQ,,int,,,,1.0,0.0,8,False,,STW_ACTN_RQ,0x45,can1-can.dbc,
DrRLtch_RR_Stat,,enum,"{""1"": ""CLS"", ""0"": ""NDEF0"", ""2"": ""OPN"", ""3"": ""SNA""}",-1.0,4.0,1.0,0.0,2,False,,BODY_R1,0x283,can1-can.dbc,
DrRLtch_RL_Stat,,enum,"{""1"": ""CLS"", ""0"": ""NDEF0"", ""2"": ""OPN"", ""3"": ""SNA""}",-1.0,4.0,1.0,0.0,2,False,,BODY_R1,0x283,can1-can.dbc,
DrRLtch_FR_Stat,,enum,"{""1"": ""CLS"", ""0"": ""NDEF0"", ""2"": ""OPN"", ""3"": ""SNA""}",-1.0,4.0,1.0,0.0,2,False,,BODY_R1,0x283,can1-can.dbc,
DrRLtch_FL_Stat,,enum,"{""1"": ""CLS"", ""0"": ""NDEF0"", ""2"": ""OPN"", ""3"": ""SNA""}",-1.0,4.0,1.0,0.0,2,False,,BODY_R1,0x283,can1-can.dbc,
VTA_Alm_Actv,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
EngHd_Stat,,enum,"{""1"": ""CLS"", ""0"": ""NDEF0"", ""2"": ""OPN"", ""3"": ""SNA""}",-1.0,4.0,1.0,0.0,2,False,,BODY_R1,0x283,can1-can.dbc,
DL_RLtch_Stat,,enum,"{""1"": ""CLS"", ""0"": ""NDEF0"", ""2"": ""OPN"", ""3"": ""SNA""}",-1.0,4.0,1.0,0.0,2,False,,BODY_R1,0x283,can1-can.dbc,
ADL_LoBm_On_Rq,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
LgtSens_Night,,enum,"{""0"": ""DAY"", ""1"": ""NIGHT""}",-1.0,2.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
LgtSens_Flt,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
LgtSens_Tunnel,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
LgtSens_SNA,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
LgtSens_Twlgt,Steps,int,,0.0,7.0,1.0,0.0,3,False,,BODY_R1,0x283,can1-can.dbc,
WprOutsdPkPosn,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
MPkBrk_Stat,,enum,"{""1"": ""ENGG"", ""0"": ""RELS""}",-1.0,2.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
Term54_Actv,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
Hrn_On,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
Trlr_Stat,,enum,"{""2"": ""NDEF2"", ""0"": ""NONE"", ""1"": ""OK"", ""3"": ""SNA""}",-1.0,4.0,1.0,0.0,2,False,,BODY_R1,0x283,can1-can.dbc,
RevGr_Engg,,enum,"{""0"": ""DISENGG"", ""1"": ""ENGG"", ""2"": ""NDEF2"", ""3"": ""SNA""}",-1.0,4.0,1.0,0.0,2,False,,BODY_R1,0x283,can1-can.dbc,
LoBm_P_Rt_Flt,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
LoBm_D_Lt_Flt,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
IrLmp_P_Rt_Flt,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
IrLmp_D_Lt_Flt,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
HiBm_On,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
LoBm_On_Rq,,int,,0.0,1.0,1.0,0.0,1,False,,BODY_R1,0x283,can1-can.dbc,
AirTemp_Insd,C,int,,0.0,63.5,0.25,0.0,8,False,,BODY_R1,0x283,can1-can.dbc,
StW_Cond_Stat,,enum,"{""3"": ""BLINK"", ""1"": ""NDEF1"", ""0"": ""OFF"", ""2"": ""ON""}",-1.0,4.0,1.0,0.0,2,False,,BODY_R1,0x283,can1-can.dbc,
Bckl_Sw_RM_Stat_SAM_R,,enum,"{""2"": ""FLT"", ""1"": ""NOT"", ""0"": ""OK"", ""3"": ""SNA""}",-1.0,4.0,1.0,0.0,2,False,,BODY_R1,0x283,can1-can.dbc,
Bckl_Sw_RR_Stat_SAM_R,,enum,"{""2"": ""FLT"", ""1"": ""NOT"", ""0"": ""OK"", ""3"": ""SNA""}",-1.0,4.0,1.0,0.0,2,False,,BODY_R1,0x283,can1-can.dbc,
Bckl_Sw_RL_Stat_SAM_R,,enum,"{""2"": ""FLT"", ""1"": ""NOT"", ""0"": ""OK"", ""3"": ""SNA""}",-1.0,4.0,1.0,0.0,2,False,,BODY_R1,0x283,can1-can.dbc,
AirTemp_Outsd,C,int,,-40.0,86.5,0.5,-40.0,8,False,,BODY_R1,0x283,can1-can.dbc,
UI_gpsHDOP,1,int,,0.0,25.5,0.1,0.0,8,False,,UI_gpsVehicleSpeed,0x2f8,can1-can.dbc,
UI_gpsVehicleHeading,deg,int,,0.0,511.9921875,0.0078125,0.0,16,False,,UI_gpsVehicleSpeed,0x2f8,can1-can.dbc,
UI_gpsVehicleSpeed,km/hr,int,,0.0,250.996,0.00390625,0.0,16,False,,UI_gpsVehicleSpeed,0x2f8,can1-can.dbc,
UI_userSpeedOffset,kph/mph,int,,-30.0,33.0,1.0,-30.0,6,False,,UI_gpsVehicleSpeed,0x2f8,can1-can.dbc,
UI_mapSpeedLimitUnits,,enum,"{""1"": ""KPH"", ""0"": ""MPH""}",0.0,1.0,1.0,0.0,1,False,,UI_gpsVehicleSpeed,0x2f8,can1-can.dbc,
UI_userSpeedOffsetUnits,,enum,"{""1"": ""KPH"", ""0"": ""MPH""}",0.0,1.0,1.0,0.0,1,False,,UI_gpsVehicleSpeed,0x2f8,can1-can.dbc,
UI_mppSpeedLimit,kph/mph,int,,0.0,155.0,5.0,0.0,5,False,,UI_gpsVehicleSpeed,0x2f8,can1-can.dbc,
UI_gpsNmeaMIA,,int,,,,1.0,0.0,1,False,,UI_gpsVehicleSpeed,0x2f8,can1-can.dbc,
MCU_dasDebugEnable,,int,,,,1.0,0.0,1,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_parkBrakeRequest,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_trailerModeCH,,int,,,,1.0,0.0,1,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_fcwSensitivity,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_fcwEnable,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_latControlEnable,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_accOvertakeEnable,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_ldwEnable,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_aebEnable,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_bsdEnable,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_ahlbEnable,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_parkSetting,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_pedalSafetyEnable,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_frontDefrostReq_das,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_autoParkRequest,,int,,,,1.0,0.0,4,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_redLightStopSignEnable,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_enableCreepTorqueCH,,int,,,,1.0,0.0,1,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_narrowGarages,,int,,,,1.0,0.0,1,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_rebootAutopilot,,int,,,,1.0,0.0,1,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_enableAutowipers,,int,,,,1.0,0.0,1,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_overPaintedUSS,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_selfParkTune,,int,,0.0,15.0,1.0,0.0,4,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_towModeEnable,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_zeroSpeedConfirmed,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_aesEnable,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_autoLaneChangeEnable,,int,,,,1.0,0.0,2,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_chassisControlCounter,,int,,,,1.0,0.0,4,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_chassisControlChecksum,,int,,,,1.0,0.0,8,False,,MCU_chassisControl,0x218,can1-can.dbc,
MCU_clusterReadyForPowerOff,,int,,0.0,1.0,1.0,0.0,1,False,,MCU_clusterBacklightRequest,0x388,can1-can.dbc,
MCU_clusterReadyForDrive,,enum,"{""0"": ""NO_SNA"", ""1"": ""YES""}",-1.0,2.0,1.0,0.0,1,False,,MCU_clusterBacklightRequest,0x388,can1-can.dbc,
MCU_clusterBacklightOn,,int,,0.0,1.0,1.0,0.0,1,False,,MCU_clusterBacklightRequest,0x388,can1-can.dbc,
MCU_clusterBrightnessLevel,%,int,,0.0,127.5,0.5,0.0,8,False,,MCU_clusterBacklightRequest,0x388,can1-can.dbc,
MCU_latitude,deg,int,,,,1e-06,0.0,28,False,,MCU_locationStatus,0x3d8,can1-can.dbc,
MCU_longitude,deg,int,,,,1e-06,0.0,29,False,,MCU_locationStatus,0x3d8,can1-can.dbc,
MCU_gpsAccuracy,m,int,,,,0.2,0.0,7,False,,MCU_locationStatus,0x3d8,can1-can.dbc,
MCU_elevation,m,int,,,,0.1,0.0,32,False,,MCU_locationStatus2,0x68,can1-can.dbc,
MCU_navigonExpectedSpeed,mph,int,,0.0,126.0,1.0,0.0,7,False,,MCU_locationStatus2,0x68,can1-can.dbc,
GTW_driveGoingDown,,int,,0.0,1.0,1.0,0.0,1,False,,GTW_status,0x348,can1-can.dbc,
GTW_accGoingDown,,int,,0.0,1.0,1.0,0.0,1,False,,GTW_status,0x348,can1-can.dbc,
GTW_driverIsLeaving,,int,,0.0,1.0,1.0,0.0,1,False,,GTW_status,0x348,can1-can.dbc,
GTW_icPowerOff,,int,,0.0,1.0,1.0,0.0,1,False,,GTW_status,0x348,can1-can.dbc,
GTW_notEnough12VForDrive,,int,,0.0,1.0,1.0,0.0,1,False,,GTW_status,0x348,can1-can.dbc,
GTW_driverPresent,,int,,0.0,1.0,1.0,0.0,1,False,,GTW_status,0x348,can1-can.dbc,
GTW_brakePressed,,int,,0.0,1.0,1.0,0.0,1,False,,GTW_status,0x348,can1-can.dbc,
GTW_driveRailReq,,int,,0.0,1.0,1.0,0.0,1,False,,GTW_status,0x348,can1-can.dbc,
GTW_hvacGoingDown,,int,,0.0,1.0,1.0,0.0,1,False,,GTW_status,0x348,can1-can.dbc,
GTW_preconditionRequest,,int,,0.0,1.0,1.0,0.0,1,False,,GTW_status,0x348,can1-can.dbc,
GTW_hvacRailReq,,int,,0.0,1.0,1.0,0.0,1,False,,GTW_status,0x348,can1-can.dbc,
GTW_accRailReq,,int,,0.0,1.0,1.0,0.0,1,False,,GTW_status,0x348,can1-can.dbc,
GTW_statusCounter,,int,,0.0,15.0,1.0,0.0,4,False,,GTW_status,0x348,can1-can.dbc,
GTW_statusChecksum,,int,,0.0,255.0,1.0,0.0,8,False,,GTW_status,0x348,can1-can.dbc,
GTW_dasHw,,int,,,,1.0,0.0,2,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_unknown1,,int,,,,1.0,0.0,1,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_fourWheelDrive,,int,,,,1.0,0.0,2,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_performanceConfig,,int,,,,1.0,0.0,3,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_unknown2,,int,,,,1.0,0.0,1,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_airSuspensionInstalled,,int,,,,1.0,0.0,3,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_forwardRadarHw,,int,,,,1.0,0.0,2,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_parkAssistInstalled,,int,,,,1.0,0.0,2,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_country,,int,,,,1.0,0.0,16,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_radarPosition,,int,,,,1.0,0.0,4,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_bodyControlsType,,int,,,,1.0,0.0,1,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_rhd,,int,,,,1.0,0.0,1,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_parkSensorGeometryType,,int,,,,1.0,0.0,2,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_chassisType,,int,,0.0,2.0,1.0,0.0,2,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_epasType,,int,,,,1.0,0.0,2,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_frontCornerRadarHw,,int,,,,1.0,0.0,2,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_rearCornerRadarHw,,int,,,,1.0,0.0,2,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_rearSeatControllerMask,,int,,0.0,7.0,1.0,0.0,3,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_wheelType,,int,,,,1.0,0.0,5,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_unknown3,,int,,,,1.0,0.0,2,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_autopilot,,int,,,,1.0,0.0,2,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_brakeHwType,,int,,0.0,2.0,1.0,0.0,2,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_foldingMirrorsInstalled,,int,,,,1.0,0.0,1,False,,GTW_carConfig,0x398,can1-can.dbc,
GTW_euVehicle,,int,,,,1.0,0.0,1,False,,GTW_carConfig,0x398,can1-can.dbc,
UI_autopilotControlIndex,,int,,0.0,7.0,1.0,0.0,3,True,,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_hovEnabled,,int,,,,1.0,0.0,1,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_camBlockLaneCheckDisable,,int,,,,1.0,0.0,1,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_donDisableAutoWiperDuration,,int,,,,1.0,0.0,3,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_camBlockLaneCheckThreshold,%,int,,0.0,1.0,0.01587,0.0,6,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_donDisableOnAutoWiperSpeed,,int,,,,1.0,0.0,4,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_camBlockBlurDisable,,int,,,,1.0,0.0,1,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_blindspotMinSpeed,,int,,,,1.0,0.0,4,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_camBlockBlurThreshold,%,int,,0.0,1.0,0.01587,0.0,6,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_blindspotDistance,,int,,,,1.0,0.0,3,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_blindspotTTC,,int,,,,1.0,0.0,3,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_donStopEndOfRampBuffer,,int,,,,1.0,0.0,3,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_donDisableCutin,,int,,,,1.0,0.0,1,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_donMinGoreWidthForAbortMap,,int,,,,1.0,0.0,4,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_donAlcProgGoreAbortThres,,int,,,,1.0,0.0,4,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_donMinGoreWidthForAbortNotMap,,int,,,,1.0,0.0,4,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_alcDisableUltrasonicCheck,,int,,,,1.0,0.0,1,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_alcUltrasonicDistance,,int,,,,1.0,0.0,4,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_alcUltrasonicWaitTime,,int,,,,1.0,0.0,3,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_alcEgoLeadingReactionAccel,,int,,,,1.0,0.0,2,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_alcMergIntervalRearDHyst,,int,,,,1.0,0.0,2,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_alcMergingIntervalHeadwayHyst,,int,,,,1.0,0.0,2,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_alcAssertivenessRate,,int,,,,1.0,0.0,2,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_alcViewRangeSensitivity,,int,,,,1.0,0.0,2,False,UI_autopilotControlIndex,UI_autopilotControl,0x3ee,can1-can.dbc,
UI_csaOfframpCurvC2,1/m,int,,-0.032768,0.032767,1e-06,0.0,16,False,,UI_csaOfframpCurvature,0x2d8,can1-can.dbc,
UI_csaOfframpCurvC3,1/m2,int,,-0.000131072,0.000131068,4e-09,0.0,16,False,,UI_csaOfframpCurvature,0x2d8,can1-can.dbc,
UI_csaOfframpCurvRange,m,int,,0.0,510.0,2.0,0.0,8,False,,UI_csaOfframpCurvature,0x2d8,can1-can.dbc,
UI_csaOfframpCurvCounter,,int,,0.0,255.0,1.0,0.0,8,False,,UI_csaOfframpCurvature,0x2d8,can1-can.dbc,
UI_csaOfframpCurvUsingTspline,,int,,0.0,1.0,1.0,0.0,1,False,,UI_csaOfframpCurvature,0x2d8,can1-can.dbc,
UI_csaOfframpCurvReserved,,int,,,,1.0,0.0,7,False,,UI_csaOfframpCurvature,0x2d8,can1-can.dbc,
UI_csaOfframpCurvChecksum,,int,,,,1.0,0.0,8,False,,UI_csaOfframpCurvature,0x2d8,can1-can.dbc,
UI_csaRoadCurvC2,1/m,int,,-0.032768,0.032767,1e-06,0.0,16,False,,UI_csaRoadCurvature,0x2e8,can1-can.dbc,
UI_csaRoadCurvC3,1/m2,int,,-0.000131072,0.000131068,4e-09,0.0,16,False,,UI_csaRoadCurvature,0x2e8,can1-can.dbc,
UI_csaRoadCurvRange,m,int,,0.0,510.0,2.0,0.0,8,False,,UI_csaRoadCurvature,0x2e8,can1-can.dbc,
UI_csaRoadCurvCounter,,int,,0.0,255.0,1.0,0.0,8,False,,UI_csaRoadCurvature,0x2e8,can1-can.dbc,
UI_csaRoadCurvUsingTspline,,int,,0.0,1.0,1.0,0.0,1,False,,UI_csaRoadCurvature,0x2e8,can1-can.dbc,
UI_csaRoadCurvReserved,,int,,,,1.0,0.0,7,False,,UI_csaRoadCurvature,0x2e8,can1-can.dbc,
UI_csaRoadCurvChecksum,,int,,,,1.0,0.0,8,False,,UI_csaRoadCurvature,0x2e8,can1-can.dbc,
UI_anonDebugParam1,,int,,0.0,100.0,1.0,0.0,7,False,,UI_driverAssistAnonDebugParams,0x438,can1-can.dbc,
UI_anonDebugFlag1,,int,,,,1.0,0.0,1,False,,UI_driverAssistAnonDebugParams,0x438,can1-can.dbc,
UI_anonDebugParam2,,int,,0.0,100.0,1.0,0.0,7,False,,UI_driverAssistAnonDebugParams,0x438,can1-can.dbc,
